timestamp,Time,objectId,spaBusyTicks,spaWaitTicks,spaIdleTicks,spbBusyTicks,spbWaitTicks,spbIdleTicks,spa cpu utilization(%),spb cpu utilization(%)
1531958100000,7/19/2018 7:55,APM00172843783,175491284,41594,2029191726,286962237,1665560,1913904643,5.701635615,10.54062196
1531957800000,7/19/2018 7:50,APM00172843783,175474440,41590,2028913150,286931098,1665314,1913640609,,
1531957500000,7/19/2018 7:45,APM00172843783,,,,,,,,
1531957200000,7/19/2018 7:40,APM00172843783,175419936,41344,2028379114,286826749,1663473,1913159086,5.830491699,9.928583811
1531956900000,7/19/2018 7:35,APM00172843783,175402735,41341,2028101300,286797540,1663283,1912894294,8.995903381,12.62312044
1531956600000,7/19/2018 7:30,APM00172843783,175376274,41337,2027833620,286760451,1663076,1912637772,5.758302346,10.38040847
1531956300000,7/19/2018 7:25,APM00172843783,175359271,41333,2027555349,286729788,1662872,1912373246,6.519062688,11.62520605
1531956000000,7/19/2018 7:20,APM00172843783,175340050,41329,2027279731,286695655,1662670,1912113969,7.780296224,14.46594435
1531955700000,7/19/2018 7:15,APM00172843783,175317189,41326,2027008763,286653184,1662429,1911863088,7.218482574,13.20772087
1531955400000,7/19/2018 7:10,APM00172843783,175295924,41321,2026735442,286614448,1662228,1911608742,6.20450818,12.11240804
1531955100000,7/19/2018 7:05,APM00172843783,175277614,41315,2026458650,286578803,1662030,1911350300,7.650204488,13.22054368
1531954800000,7/19/2018 7:00,APM00172843783,175255111,41312,2026187007,286540052,1661846,1911096123,5.57790374,11.23298815
1531954500000,7/19/2018 6:55,APM00172843783,175238638,41308,2025908158,286506913,1661642,1910834451,5.984143562,11.92105953
1531954200000,7/19/2018 6:50,APM00172843783,175220991,41305,2025630912,286471890,1661438,1910575887,7.303744535,12.77382956
1531953900000,7/19/2018 6:45,APM00172843783,175199473,41301,2025357818,286434396,1661207,1910320090,5.969825173,14.41010309
1531953600000,7/19/2018 6:40,APM00172843783,175181877,41297,2025080669,286392029,1660976,1910068679,6.30864742,12.60733376
1531953300000,7/19/2018 6:35,APM00172843783,175163281,41294,2024804498,286355000,1660752,1909812222,8.812709885,16.40294908
1531953000000,7/19/2018 6:30,APM00172843783,175137432,41290,2024537036,286307055,1660522,1909568102,6.785092255,15.01744944
1531952700000,7/19/2018 6:25,APM00172843783,175117486,41286,2024263018,286263077,1660306,1909319450,7.000609044,15.83653274
1531952400000,7/19/2018 6:20,APM00172843783,175096911,41283,2023989693,286216796,1660101,1909073694,8.006536504,14.07582451
1531952100000,7/19/2018 6:15,APM00172843783,175073393,41279,2023719480,286175696,1659904,1908823001,6.962087608,15.40676207
1531951800000,7/19/2018 6:10,APM00172843783,175052879,41276,2023445344,286130424,1659692,1908574640,6.836337688,12.09684007
1531951500000,7/19/2018 6:05,APM00172843783,175032760,41271,2023171173,286094883,1659490,1908316579,8.651204331,15.6938094
1531951200000,7/19/2018 6:00,APM00172843783,175007381,41267,2022903198,286049061,1659300,1908070616,10.1904284,16.90481907
1531950900000,7/19/2018 5:55,APM00172843783,174977526,41263,2022640086,285999775,1659086,1907828566,9.190748296,14.78763977
1531950600000,7/19/2018 5:50,APM00172843783,174950537,41260,2022373424,285956504,1658880,1907579427,8.171716381,14.39822867
1531950300000,7/19/2018 5:45,APM00172843783,174926541,41257,2022103776,285914366,1658657,1907329127,7.937015481,15.35976475
1531950000000,7/19/2018 5:40,APM00172843783,174903208,41253,2021833136,285869341,1658415,1907081258,7.216995716,13.96890196
1531949700000,7/19/2018 5:35,APM00172843783,174881966,41249,2021560049,285828348,1658215,1906828992,8.932961027,15.12681531
1531949400000,7/19/2018 5:30,APM00172843783,174855765,41245,2021292947,285784142,1658003,1906581174,7.535113937,16.41871511
1531949100000,7/19/2018 5:25,APM00172843783,174833630,41241,2021021328,285736024,1657799,1906336428,6.678760568,15.18211003
1531948800000,7/19/2018 5:20,APM00172843783,174814007,41238,2020747142,285691664,1657592,1906088809,8.205068858,14.55824083
1531948500000,7/19/2018 5:15,APM00172843783,174789901,41234,2020477458,285649081,1657377,1905839106,7.035899177,14.96626282
1531948200000,7/19/2018 5:10,APM00172843783,174769175,41231,2020203612,285605252,1657174,1905590286,6.34447953,13.80164305
1531947900000,7/19/2018 5:05,APM00172843783,174750469,41226,2019927484,285564680,1656951,1905337116,8.378971732,14.62882469
1531947600000,7/19/2018 5:00,APM00172843783,174725852,41222,2019658310,285521904,1656760,1905087674,6.9565956,14.31716483
1531947300000,7/19/2018 4:55,APM00172843783,174705377,41218,2019384464,285479958,1656540,1904836863,6.537713531,13.9278772
1531947000000,7/19/2018 4:50,APM00172843783,174686115,41214,2019109101,285439045,1656338,1904584229,7.756283507,14.81562437
1531946700000,7/19/2018 4:45,APM00172843783,174663285,41211,2018837592,285395665,1656108,1904335040,6.402109042,13.28739588
1531946400000,7/19/2018 4:40,APM00172843783,174644416,41207,2018561734,285356597,1655876,1904080317,6.271338724,12.3230474
1531946100000,7/19/2018 4:35,APM00172843783,174625919,41204,2018285289,285320384,1655679,1903822863,8.17811369,13.2856153
1531945800000,7/19/2018 4:30,APM00172843783,174601876,41199,2018015345,285281461,1655465,1903569029,6.535477433,13.70347669
1531945500000,7/19/2018 4:25,APM00172843783,174582620,41197,2017739965,285241218,1655257,1903315810,6.131579126,13.40620288
1531945200000,7/19/2018 4:20,APM00172843783,174564556,41194,2017463426,285201835,1655062,1903061621,7.950979993,13.63520125
1531944900000,7/19/2018 4:15,APM00172843783,174541141,41190,2017192353,285161845,1654848,1902808540,6.741633943,12.52200022
1531944600000,7/19/2018 4:10,APM00172843783,174521243,41187,2016917103,285125062,1654648,1902551776,6.356101763,13.17404983
1531944300000,7/19/2018 4:05,APM00172843783,174502500,41182,2016640969,285086327,1654432,1902296702,7.566194398,15.33012427
1531944000000,7/19/2018 4:00,APM00172843783,174480311,41179,2016369896,285041422,1654211,1902048908,6.482456438,13.9312938
1531943700000,7/19/2018 3:55,APM00172843783,174461226,41174,2016094576,285000666,1654005,1901797320,6.705675913,13.62002161
1531943400000,7/19/2018 3:50,APM00172843783,174441469,41170,2015819706,284960699,1653804,1901544045,7.179483699,13.42957339
1531943100000,7/19/2018 3:45,APM00172843783,174420313,41166,2015546193,284921255,1653577,1901290006,6.369273271,14.39396003
1531942800000,7/19/2018 3:40,APM00172843783,174401546,41163,2015270314,284878988,1653348,1901038858,6.598123547,12.76731741
1531942500000,7/19/2018 3:35,APM00172843783,174382101,41159,2014995058,284841436,1653134,1900782498,8.786323157,13.83405147
1531942200000,7/19/2018 3:30,APM00172843783,174356291,41155,2014727120,284800918,1652926,1900530338,7.9210614,14.19093669
1531941900000,7/19/2018 3:25,APM00172843783,174332995,41151,2014456318,284759272,1652721,1900278720,6.983406339,13.01154428
1531941600000,7/19/2018 3:20,APM00172843783,174312445,41148,2014182602,284721007,1652517,1900023104,9.86895583,13.1279107
1531941300000,7/19/2018 3:15,APM00172843783,174283428,41144,2013917600,284682501,1652312,1899768501,9.251431178,14.89050845
1531941000000,7/19/2018 3:10,APM00172843783,174256246,41140,2013650972,284638982,1652118,1899519954,7.41533631,13.90745396
1531940700000,7/19/2018 3:05,APM00172843783,174234424,41135,2013378517,284598155,1651910,1899267427,8.671163506,13.79878211
1531940400000,7/19/2018 3:00,APM00172843783,174208945,41131,2013110164,284557684,1651727,1899014787,6.633213908,13.68337961
1531940100000,7/19/2018 2:55,APM00172843783,174189394,41128,2012834974,284517468,1651496,1898761330,6.059206012,12.70441408
1531939800000,7/19/2018 2:50,APM00172843783,174171558,41124,2012558452,284480170,1651289,1898505252,7.444250481,14.46761905
1531939500000,7/19/2018 2:45,APM00172843783,174149639,41120,2012285933,284437767,1651066,1898254789,6.29338599,13.66910632
1531939200000,7/19/2018 2:40,APM00172843783,174131090,41116,2012009748,284397557,1650840,1898001058,6.190770359,12.18164205
1531938900000,7/19/2018 2:35,APM00172843783,174112851,41113,2011733374,284361718,1650628,1897742904,8.158012838,13.4364607
1531938600000,7/19/2018 2:30,APM00172843783,174088856,41109,2011463245,284322327,1650414,1897489344,5.976367526,12.89176993
1531938300000,7/19/2018 2:25,APM00172843783,174071255,41105,2011186340,284284501,1650208,1897233964,7.812892921,13.03379676
1531938000000,7/19/2018 2:20,APM00172843783,174048264,41102,2010915064,284246279,1649985,1896979156,9.434772678,15.36904306
1531937700000,7/19/2018 2:15,APM00172843783,174020587,41098,2010649394,284201335,1649762,1896731891,7.960144829,14.44003437
1531937400000,7/19/2018 2:10,APM00172843783,173997195,41095,2010378925,284158987,1649553,1896481180,6.203479835,13.0990198
1531937100000,7/19/2018 2:05,APM00172843783,173978901,41089,2010102326,284120473,1649348,1896225877,7.606545769,14.14743594
1531936800000,7/19/2018 2:00,APM00172843783,173956557,41086,2009830926,284078920,1649160,1895973904,5.647887849,11.28012125
1531936500000,7/19/2018 1:55,APM00172843783,173939902,41082,2009552696,284045801,1648954,1895713624,6.083021171,13.91267633
1531936200000,7/19/2018 1:50,APM00172843783,173921958,41078,2009275659,284004941,1648733,1895461016,7.814912824,15.06748876
1531935900000,7/19/2018 1:45,APM00172843783,173898982,41075,2009004636,283960758,1648496,1895212202,6.943413698,15.89665145
1531935600000,7/19/2018 1:40,APM00172843783,173878586,41070,2008731291,283914201,1648262,1894966120,7.209114261,14.13219012
1531935300000,7/19/2018 1:35,APM00172843783,173857369,41067,2008458203,283872896,1648057,1894715354,8.426996907,14.90388886
1531935000000,7/19/2018 1:30,APM00172843783,173832627,41063,2008189345,283829275,1647842,1894466508,6.644936763,15.66193652
1531934700000,7/19/2018 1:25,APM00172843783,173813056,41060,2007914394,283783295,1647632,1894219120,8.264973037,25.18021343
1531934400000,7/19/2018 1:20,APM00172843783,173788825,41056,2007645452,283710289,1647438,1894002386,14.35923334,37.06098493
1531934100000,7/19/2018 1:15,APM00172843783,173747028,41052,2007396172,283604080,1647248,1893822206,11.92893401,19.26565193
1531933800000,7/19/2018 1:10,APM00172843783,173712154,41048,2007138702,283547958,1647034,1893587236,8.907955786,19.07319588
1531933500000,7/19/2018 1:05,APM00172843783,173686043,41044,2006871697,283492455,1646826,1893351947,8.794858244,18.73868126
1531933200000,7/19/2018 1:00,APM00172843783,173660249,41040,2006604210,283437822,1646636,1893115218,6.138839522,14.66784115
1531932900000,7/19/2018 0:55,APM00172843783,173642149,41036,2006327470,283394694,1646433,1892864518,6.553590173,14.69528285
1531932600000,7/19/2018 0:50,APM00172843783,173622857,41034,2006052391,283351756,1646228,1892615472,9.257302206,18.8691547
1531932300000,7/19/2018 0:45,APM00172843783,173595702,41030,2005786214,283296479,1645966,1892378062,7.195765757,16.55866396
1531932000000,7/19/2018 0:40,APM00172843783,173574534,41027,2005513212,283248133,1645724,1892134682,6.798271707,15.84745618
1531931700000,7/19/2018 0:35,APM00172843783,173554536,41024,2005239050,283201612,1645507,1891887865,8.629898394,15.95432401
1531931400000,7/19/2018 0:30,APM00172843783,173529217,41020,2004970986,283155142,1645294,1891643279,6.95718862,14.9022793
1531931100000,7/19/2018 0:25,APM00172843783,173508715,41016,2004696804,283111291,1645089,1891393078,7.920145339,15.24549571
1531930800000,7/19/2018 0:20,APM00172843783,173485435,41012,2004426154,283066715,1644883,1891145472,9.169745974,16.14497134
1531930500000,7/19/2018 0:15,APM00172843783,173458535,41008,2004159702,283019500,1644662,1890900464,6.79790249,13.58203562
1531930200000,7/19/2018 0:10,APM00172843783,173438506,41006,2003885098,282979659,1644456,1890647175,6.067347901,12.2944526
1531929900000,7/19/2018 0:05,APM00172843783,173420616,41000,2003608137,282943472,1644252,1890389230,8.024468744,14.28234659
1531929600000,7/19/2018 0:00,APM00172843783,173397030,40996,2003337801,282901668,1644061,1890138528,6.278385868,13.06602683
1531929300000,7/18/2018 23:55,APM00172843783,173378520,40992,2003061494,282863222,1643840,1889882951,6.5102432,13.35668825
1531929000000,7/18/2018 23:50,APM00172843783,173359364,40988,2002786410,282824104,1643644,1889629393,7.271658306,13.59623709
1531928700000,7/18/2018 23:45,APM00172843783,173337967,40984,2002513559,282784214,1643424,1889376113,6.845640778,16.96708678
1531928400000,7/18/2018 23:40,APM00172843783,173317830,40981,2002239541,282734457,1643144,1889132894,6.567394983,11.90145259
1531928100000,7/18/2018 23:35,APM00172843783,173298464,40977,2001964030,282699521,1642942,1888874488,8.060116724,13.25347219
1531927800000,7/18/2018 23:30,APM00172843783,173274765,40973,2001693705,282660654,1642738,1888620300,6.286936302,13.66735054
1531927500000,7/18/2018 23:25,APM00172843783,173256244,40970,2001417634,282620617,1642530,1888367606,7.173746014,13.33714336
1531927200000,7/18/2018 23:20,APM00172843783,173235143,40966,2001144597,282581411,1642329,1888113052,8.733946827,13.57243127
1531926900000,7/18/2018 23:15,APM00172843783,173209470,40961,2000876330,282541770,1642112,1887860840,7.42998459,13.92491653
1531926600000,7/18/2018 23:10,APM00172843783,173187628,40958,2000604204,282500854,1641920,1887608115,9.513537789,13.39913066
1531926300000,7/18/2018 23:05,APM00172843783,173159666,40954,2000338252,282461551,1641704,1887354309,8.861018196,13.78457433
1531926000000,7/18/2018 23:00,APM00172843783,173133652,40950,2000070692,282421258,1641501,1887102500,15.11162464,16.53407233
1531925700000,7/18/2018 22:55,APM00172843783,173089708,40947,1999823843,282373229,1641263,1886860282,12.65316192,17.43107929
1531925400000,7/18/2018 22:50,APM00172843783,173052780,40944,1999568926,282322450,1641026,1886619985,8.243570389,15.11606504
1531925100000,7/18/2018 22:45,APM00172843783,173028535,40940,1999299067,282278104,1640808,1886371179,7.134986601,16.95375564
1531924800000,7/18/2018 22:40,APM00172843783,173007555,40937,1999026006,282228538,1640563,1886128630,6.999476408,16.75419845
1531924500000,7/18/2018 22:35,APM00172843783,172986968,40933,1998752475,282179474,1640340,1885885071,11.86181427,25.82418727
1531924200000,7/18/2018 22:30,APM00172843783,172952536,40928,1998496636,282105121,1640100,1885671744,7.12642896,16.82107057
1531923900000,7/18/2018 22:25,APM00172843783,172931590,40926,1998223664,282055970,1639892,1885428904,6.849310407,15.93952735
1531923600000,7/18/2018 22:20,APM00172843783,172911462,40921,1997949928,282009337,1639688,1885183179,8.277561803,14.76962451
1531923300000,7/18/2018 22:15,APM00172843783,172887146,40918,1997680489,281966171,1639462,1884934309,6.434640745,13.23116167
1531923000000,7/18/2018 22:10,APM00172843783,172868214,40914,1997405205,281927373,1639271,1884680066,6.227102492,12.8220579
1531922700000,7/18/2018 22:05,APM00172843783,172849891,40910,1997129286,281889710,1639078,1884424186,8.089993097,13.80105155
1531922400000,7/18/2018 22:00,APM00172843783,172826101,40906,1996859013,281849234,1638889,1884171569,6.138890581,12.79408767
1531922100000,7/18/2018 21:55,APM00172843783,172807958,40903,1996581617,281811581,1638681,1883915130,6.170232955,13.35369287
1531921800000,7/18/2018 21:50,APM00172843783,172789751,40898,1996304751,281772446,1638464,1883661417,6.338171736,14.22154108
1531921500000,7/18/2018 21:45,APM00172843783,172771097,40895,1996029096,281730688,1638254,1883409760,6.362560086,14.18655142
1531921200000,7/18/2018 21:40,APM00172843783,172752341,40892,1995753068,281688934,1638016,1883157431,7.283291532,13.95242639
1531920900000,7/18/2018 21:35,APM00172843783,172730881,40887,1995479886,281647992,1637802,1882905147,6.756605292,13.54419671
1531920600000,7/18/2018 21:30,APM00172843783,172710988,40884,1995205359,281608288,1637581,1882651928,5.86677221,12.07755894
1531920300000,7/18/2018 21:25,APM00172843783,172693645,40880,1994927092,281572740,1637361,1882393365,5.928184741,12.66425274
1531920000000,7/18/2018 21:20,APM00172843783,172676168,40877,1994649760,281535596,1637158,1882137414,6.513361916,12.02211337
1531919700000,7/18/2018 21:15,APM00172843783,172656950,40874,1994373926,281500106,1636953,1881877903,5.75233556,11.48854819
1531919400000,7/18/2018 21:10,APM00172843783,172640005,40871,1994096298,281466333,1636756,1881617902,6.526653813,13.1395139
1531919100000,7/18/2018 21:05,APM00172843783,172620778,40866,1993820938,281427750,1636536,1881363064,6.522852019,12.05371954
1531918800000,7/18/2018 21:00,APM00172843783,172601538,40862,1993545219,281392145,1636346,1881103473,6.066465298,9.981484313
1531918500000,7/18/2018 20:55,APM00172843783,172583623,40858,1993267826,281362765,1636142,1880838712,6.461420481,10.54505987
1531918200000,7/18/2018 20:50,APM00172843783,172564581,40855,1992992168,281331675,1635944,1880575170,5.423090319,10.92642369
1531917900000,7/18/2018 20:45,APM00172843783,172548544,40852,1992712491,281299399,1635678,1880312318,5.2208087,11.60741581
1531917600000,7/18/2018 20:40,APM00172843783,172533134,40846,1992432742,281265227,1635442,1880052328,5.35601509,9.316770186
1531917300000,7/18/2018 20:35,APM00172843783,172517275,40843,1992152507,281237732,1635228,1879784924,5.66179685,10.87342161
1531917000000,7/18/2018 20:30,APM00172843783,172500568,40840,1991874134,281205552,1635026,1879521355,5.220774918,10.23130708
1531916700000,7/18/2018 20:25,APM00172843783,172485125,40836,1991593782,281175350,1634798,1879256593,4.844433469,8.810807327
1531916400000,7/18/2018 20:20,APM00172843783,172470805,40832,1991312509,281149379,1634593,1878988006,5.328952261,9.358705749
1531916100000,7/18/2018 20:15,APM00172843783,172455041,40828,1991032459,281121774,1634396,1878720842,5.213026304,9.59184367
1531915800000,7/18/2018 20:10,APM00172843783,172439640,40825,1990752430,281093550,1634194,1878455018,5.309309553,9.975900838
1531915500000,7/18/2018 20:05,APM00172843783,172423940,40820,1990472428,281064118,1633993,1878189620,5.648420839,10.76549111
1531915200000,7/18/2018 20:00,APM00172843783,172407254,40817,1990193707,281032319,1633818,1877926215,5.175448097,10.59702854
1531914900000,7/18/2018 19:55,APM00172843783,172391962,40812,1989913532,281000943,1633604,1877661722,5.216444581,10.48909621
1531914600000,7/18/2018 19:50,APM00172843783,172376534,40808,1989633207,280969958,1633395,1877397514,4.906529414,9.840620172
1531914300000,7/18/2018 19:45,APM00172843783,172362025,40806,1989352010,280940914,1633160,1877131649,6.104575296,13.05983616
